LSOA21CD,Formatted_Ward
E01033456,Brent - Stonebridge
E01033939,Brent - Stonebridge
E01000604,Brent - Stonebridge
E01000601,Brent - Stonebridge
E01000602,Brent - Stonebridge
E01000599,Brent - Stonebridge
E01000606,Brent - Sudbury
E01000609,Brent - Sudbury
E01000607,Brent - Sudbury
E01000611,Brent - Sudbury
E01000608,Brent - Sudbury
E01000613,Brent - Sudbury
E01000610,Brent - Sudbury
E01000619,Brent - Tokyngton
E01000618,Brent - Tokyngton
E01000617,Brent - Tokyngton
E01000620,Brent - Tokyngton
E01000621,Brent - Tokyngton
E01000623,Brent - Welsh Harp
E01000624,Brent - Welsh Harp
E01000629,Brent - Welsh Harp
E01000519,Brent - Welsh Harp
E01000518,Brent - Welsh Harp
E01000622,Brent - Welsh Harp
E01000626,Brent - Welsh Harp
E01000625,Brent - Welsh Harp
E01000479,Brent - Welsh Harp
E01000651,Bromley - Bickley & Sundridge
E01000825,Bromley - Bickley & Sundridge
E01033790,Bexley - Slade Green & Northend
E01000430,Bexley - Slade Green & Northend
E01033789,Bexley - Slade Green & Northend
E01000429,Bexley - Slade Green & Northend
E01000466,Bexley - Thamesmead East
E01000468,Bexley - Thamesmead East
E01000469,Bexley - Thamesmead East
E01000416,Bexley - Thamesmead East
E01000470,Bexley - Thamesmead East
E01000467,Bexley - Thamesmead East
E01000464,Bexley - Thamesmead East
E01000465,Bexley - Thamesmead East
E01000422,Bexley - Thamesmead East
E01000420,Bexley - West Heath
E01000452,Bexley - West Heath
E01000450,Bexley - West Heath
E01000419,Bexley - West Heath
E01000436,Bexley - West Heath
E01000421,Bexley - West Heath
E01000359,Bexley - West Heath
E01000451,Bexley - West Heath
E01000417,Bexley - West Heath
E01000562,Brent - Northwick Park
E01000564,Brent - Northwick Park
E01000575,Brent - Preston
E01000577,Brent - Preston
E01000574,Brent - Preston
E01000572,Brent - Preston
E01000573,Brent - Preston
E01000576,Brent - Preston
E01000581,Brent - Queens Park
E01000582,Brent - Queens Park
E01000585,Brent - Queens Park
E01000579,Brent - Queens Park
E01000580,Brent - Queens Park
E01000583,Brent - Queens Park
E01000532,Brent - Queens Park
E01000586,Brent - Queens Park
E01000531,Brent - Queens Park
E01000584,Brent - Queens Park
E01001155,Croydon - Thornton Heath
E01001151,Croydon - Thornton Heath
E01001147,Croydon - Thornton Heath
E01001150,Croydon - Thornton Heath
E01001148,Croydon - Thornton Heath
E01001152,Croydon - Thornton Heath
E01001149,Croydon - Thornton Heath
E01001146,Croydon - Thornton Heath
E01034146,Croydon - Waddon
E01001166,Croydon - Waddon
E01001171,Croydon - Waddon
E01001165,Croydon - Waddon
E01001172,Croydon - Waddon
E01001170,Croydon - Waddon
E01001167,Croydon - Waddon
E01001169,Croydon - Waddon
E01034144,Croydon - Waddon
E01001168,Croydon - Waddon
E01001176,Croydon - West Thornton
E01001183,Croydon - West Thornton
E01001175,Croydon - West Thornton
E01001181,Croydon - West Thornton
E01001184,Croydon - West Thornton
E01001178,Croydon - West Thornton
E01001179,Croydon - West Thornton
E01001086,Croydon - Norbury & Pollards Hill
E01000928,Camden - Kentish Town North
E01000732,Bromley - St Mary Cray
E01001177,Croydon - West Thornton
E01001180,Croydon - West Thornton
E01001182,Croydon - West Thornton
E01001174,Croydon - West Thornton
E01001194,Croydon - Woodside
E01001026,Croydon - Coulsdon Town
E01001192,Croydon - Woodside
E01001185,Croydon - Woodside
E01001187,Croydon - Woodside
E01001188,Croydon - Woodside
E01001190,Croydon - Woodside
E01001189,Croydon - Woodside
E01001193,Croydon - Woodside
E01001191,Croydon - Woodside
E01001186,Croydon - Woodside
E01001265,Ealing - Central Greenford
E01001271,Ealing - Central Greenford
E01001272,Ealing - Central Greenford
E01001267,Ealing - Central Greenford
E01001260,Ealing - Central Greenford
E01001269,Ealing - Central Greenford
E01001270,Ealing - Central Greenford
E01001266,Ealing - Central Greenford
E01001214,Ealing - Dormers Wells
E01001220,Ealing - Dormers Wells
E01001213,Ealing - Dormers Wells
E01000867,Camden - Camden Square
E01000961,Camden - South Hampstead
E01001061,Croydon - Selsdon & Addington Village
E01000858,Camden - Camden Town
E01001023,Croydon - Coulsdon Town
E01001066,Croydon - Selsdon & Addington Village
E01000724,Bromley - St Mary Cray
E01000935,Camden - South Hampstead
E01000921,Camden - Kentish Town North
E01000863,Camden - Camden Town
E01001090,Croydon - Norbury & Pollards Hill
E01001017,Croydon - Coulsdon Town
E01001125,Croydon - Selsdon & Addington Village
E01000725,Bromley - St Mary Cray
E01000964,Camden - South Hampstead
E01000924,Camden - Kentish Town North
E01000856,Camden - Camden Town
E01001083,Croydon - Norbury Park
E01001126,Croydon - Selsdon & Addington Village
E01001027,Croydon - Coulsdon Town
E01000734,Bromley - St Mary Cray
E01000968,Camden - West Hampstead
E01000927,Camden - Kentish Town South
E01000875,Camden - Fortune Green
E01001157,Croydon - Norbury Park
E01001122,Croydon - Selsdon & Addington Village
E01001024,Croydon - Coulsdon Town
E01001163,Croydon - Crystal Palace & Upper Norwood
E01001137,Croydon - Crystal Palace & Upper Norwood
E01001164,Croydon - Crystal Palace & Upper Norwood
E01001140,Croydon - Crystal Palace & Upper Norwood
E01001138,Croydon - Crystal Palace & Upper Norwood
E01001162,Croydon - Crystal Palace & Upper Norwood
E01001158,Croydon - Crystal Palace & Upper Norwood
E01001159,Croydon - Crystal Palace & Upper Norwood
E01001156,Croydon - Crystal Palace & Upper Norwood
E01034145,Croydon - Fairfield
E01034141,Croydon - Fairfield
E01001042,Croydon - Fairfield
E01034143,Croydon - Fairfield
E01034148,Croydon - Fairfield
E01034142,Croydon - Fairfield
E01034152,Croydon - Fairfield
E01034147,Croydon - Fairfield
E01034150,Croydon - Fairfield
E01034151,Croydon - Fairfield
E01001068,Croydon - Kenley
E01001067,Croydon - Kenley
E01001069,Croydon - Kenley
E01001070,Croydon - Kenley
E01001072,Croydon - Kenley
E01001071,Croydon - Kenley
E01001075,Croydon - Kenley
E01001052,Croydon - New Addington North
E01001057,Croydon - New Addington North
E01001054,Croydon - New Addington North
E01001051,Croydon - New Addington North
E01001053,Croydon - New Addington North
E01001056,Croydon - New Addington North
E01001055,Croydon - New Addington North
E01001078,Croydon - New Addington South
E01001082,Croydon - New Addington South
E01001077,Croydon - New Addington South
E01001076,Croydon - New Addington South
E01001080,Croydon - New Addington South
E01001081,Croydon - New Addington South
E01001079,Croydon - New Addington South
E01001091,Croydon - Norbury & Pollards Hill
E01001089,Croydon - Norbury & Pollards Hill
E01001085,Croydon - Norbury & Pollards Hill
E01001087,Croydon - Norbury & Pollards Hill
E01001088,Croydon - Norbury & Pollards Hill
E01000870,Camden - Kentish Town South
E01000866,Camden - Kentish Town South
E01001161,Croydon - Norbury Park
E01000925,Camden - Kentish Town South
E01000974,Camden - West Hampstead
E01000733,Bromley - St Mary Cray
E01000877,Camden - Fortune Green
E01000872,Camden - Fortune Green
E01001123,Croydon - Selsdon & Addington Village
E01000873,Camden - Fortune Green
E01000727,Bromley - St Mary Cray
E01001065,Croydon - Selsdon Vale & Forestdale
E01000876,Camden - Fortune Green
E01000970,Camden - West Hampstead
E01001160,Croydon - Norbury Park
E01000922,Camden - Kentish Town South
E01000721,Bromley - St Mary Cray
E01001121,Croydon - Selsdon Vale & Forestdale
E01000871,Camden - Fortune Green
E01000973,Camden - West Hampstead
E01001084,Croydon - Norbury Park
E01000926,Camden - Kentish Town South
E01000726,Bromley - St Mary Cray
E01001060,Croydon - Selsdon Vale & Forestdale
E01000874,Camden - Fortune Green
E01000969,Camden - West Hampstead
E01001018,Croydon - Old Coulsdon
E01000933,Camden - Kilburn
E01000722,Bromley - St Mary Cray
E01001058,Croydon - Selsdon Vale & Forestdale
E01000885,Camden - Frognal
E01000971,Camden - West Hampstead
E01001022,Croydon - Old Coulsdon
E01000934,Camden - Kilburn
E01000730,Bromley - St Paul's Cray
E01001120,Croydon - Selsdon Vale & Forestdale
E01000884,Camden - Frognal
E01000972,Camden - West Hampstead
E01001021,Croydon - Old Coulsdon
E01000931,Camden - Kilburn
E01000731,Bromley - St Paul's Cray
E01001119,Croydon - Selsdon Vale & Forestdale
E01000880,Camden - Frognal
E01000992,Croydon - Addiscombe East
E01001016,Croydon - Old Coulsdon
E01000929,Camden - Kilburn
E01000738,Bromley - St Paul's Cray
E01001059,Croydon - Selsdon Vale & Forestdale
E01000878,Camden - Frognal
E01000993,Croydon - Addiscombe East
E01001019,Croydon - Old Coulsdon
E01000932,Camden - Kilburn
E01000737,Bromley - St Paul's Cray
E01000879,Camden - Frognal
E01001133,Croydon - Shirley North
E01000887,Camden - Gospel Oak
E01000983,Croydon - Addiscombe East
E01001015,Croydon - Old Coulsdon
E01000930,Camden - Kilburn
E01000729,Bromley - St Paul's Cray
E01000957,Camden - King's Cross
E01001020,Croydon - Old Coulsdon
E01000720,Bromley - St Paul's Cray
E01000890,Camden - Gospel Oak
E01035708,Camden - King's Cross
E01000987,Croydon - Addiscombe East
E01001134,Croydon - Shirley North
E01001046,Croydon - Park Hill & Whitgift
E01000736,Bromley - St Paul's Cray
E01000889,Camden - Gospel Oak
E01000941,Camden - King's Cross
E01000977,Croydon - Addiscombe East
E01032569,Croydon - Shirley North
E01034149,Croydon - Park Hill & Whitgift
E01000739,Bromley - St Paul's Cray
E01000886,Camden - Gospel Oak
E01035712,Camden - King's Cross
E01000986,Croydon - Addiscombe East
E01000989,Croydon - Shirley North
E01001049,Croydon - Park Hill & Whitgift
E01000728,Bromley - St Paul's Cray
E01000892,Camden - Gospel Oak
E01000938,Camden - King's Cross
E01000985,Croydon - Addiscombe East
E01001062,Croydon - Shirley North
E01001044,Croydon - Park Hill & Whitgift
E01000735,Bromley - St Paul's Cray
E01000898,Camden - Gospel Oak
E01000937,Camden - King's Cross
E01000979,Croydon - Addiscombe West
E01001131,Croydon - Shirley North
E01001099,Croydon - Purley & Woodcote
E01000719,Bromley - St Paul's Cray
E01000888,Camden - Gospel Oak
E01000939,Camden - King's Cross
E01000978,Croydon - Addiscombe West
E01000991,Croydon - Shirley North
E01001029,Croydon - Purley & Woodcote
E01000835,Bromley - West Wickham
E01000891,Camden - Gospel Oak
E01000860,Camden - Primrose Hill
E01000976,Croydon - Addiscombe West
E01000981,Croydon - Addiscombe West
E01000975,Croydon - Addiscombe West
E01001050,Croydon - Addiscombe West
E01000984,Croydon - Addiscombe West
E01000980,Croydon - Addiscombe West
E01000982,Croydon - Addiscombe West
E01001003,Croydon - Bensham Manor
E01000996,Croydon - Bensham Manor
E01000995,Croydon - Bensham Manor
E01001001,Croydon - Bensham Manor
E01000998,Croydon - Bensham Manor
E01000994,Croydon - Bensham Manor
E01001002,Croydon - Bensham Manor
E01001000,Croydon - Bensham Manor
E01000999,Croydon - Bensham Manor
E01000997,Croydon - Bensham Manor
E01001004,Croydon - Bensham Manor
E01034140,Croydon - Broad Green
E01001007,Croydon - Broad Green
E01001011,Croydon - Broad Green
E01001005,Croydon - Broad Green
E01001009,Croydon - Broad Green
E01001006,Croydon - Broad Green
E01001012,Croydon - Broad Green
E01001008,Croydon - Broad Green
E01001013,Croydon - Broad Green
E01001010,Croydon - Broad Green
E01034139,Croydon - Broad Green
E01001025,Croydon - Coulsdon Town
E01001031,Croydon - Coulsdon Town
E01000893,Camden - Hampstead Town
E01000834,Bromley - West Wickham
E01000896,Camden - Hampstead Town
E01000899,Camden - Hampstead Town
E01000839,Bromley - West Wickham
E01000895,Camden - Hampstead Town
E01000840,Bromley - West Wickham
E01000894,Camden - Hampstead Town
E01000838,Bromley - West Wickham
E01000904,Camden - Haverstock
E01000837,Bromley - West Wickham
E01000900,Camden - Haverstock
E01000836,Bromley - West Wickham
E01000902,Camden - Haverstock
E01000833,Bromley - West Wickham
E01000901,Camden - Haverstock
E01000841,Bromley - West Wickham
E01000903,Camden - Haverstock
E01000905,Camden - Haverstock
E01000906,Camden - Haverstock
E01000913,Camden - Highgate
E01000912,Camden - Highgate
E01000909,Camden - Highgate
E01000911,Camden - Highgate
E01000908,Camden - Highgate
E01000907,Camden - Highgate
E01000910,Camden - Highgate
E01000920,Camden - Holborn & Covent Garden
E01000919,Camden - Holborn & Covent Garden
E01000914,Camden - Holborn & Covent Garden
E01000915,Camden - Holborn & Covent Garden
E01000916,Camden - Holborn & Covent Garden
E01000917,Camden - Holborn & Covent Garden
E01000923,Camden - Kentish Town North
E01001132,Croydon - Shirley North
E01000967,Camden - Primrose Hill
E01001074,Croydon - Purley & Woodcote
E01000832,Bromley - West Wickham
E01000843,Camden - Belsize
E01000897,Camden - Belsize
E01000882,Camden - Belsize
E01000844,Camden - Belsize
E01000883,Camden - Belsize
E01000848,Camden - Belsize
E01000842,Camden - Belsize
E01000849,Camden - Belsize
E01000881,Camden - Belsize
E01000918,Camden - Bloomsbury
E01000943,Camden - Bloomsbury
E01000850,Camden - Bloomsbury
E01000851,Camden - Bloomsbury
E01000853,Camden - Bloomsbury
E01000855,Camden - Bloomsbury
E01000942,Camden - Bloomsbury
E01035711,Camden - Bloomsbury
E01000868,Camden - Camden Square
E01000869,Camden - Camden Square
E01035707,Camden - Camden Square
E01001098,Croydon - Purley & Woodcote
E01001073,Croydon - Purley & Woodcote
E01001092,Croydon - Purley & Woodcote
E01001028,Croydon - Purley & Woodcote
E01001097,Croydon - Purley & Woodcote
E01001030,Croydon - Purley & Woodcote
E01001094,Croydon - Purley & Woodcote
E01001093,Croydon - Purley Oaks & Riddlesdown
E01001104,Croydon - Purley Oaks & Riddlesdown
E01001100,Croydon - Purley Oaks & Riddlesdown
E01001034,Croydon - Purley Oaks & Riddlesdown
E01001096,Croydon - Purley Oaks & Riddlesdown
E01001095,Croydon - Purley Oaks & Riddlesdown
E01001105,Croydon - Sanderstead
E01001106,Croydon - Sanderstead
E01001124,Croydon - Sanderstead
E01001108,Croydon - Sanderstead
E01001102,Croydon - Sanderstead
E01001107,Croydon - Sanderstead
E01001103,Croydon - Sanderstead
E01001101,Croydon - Sanderstead
E01001032,Croydon - Sanderstead
E01001116,Croydon - Selhurst
E01001118,Croydon - Selhurst
E01001114,Croydon - Selhurst
E01001115,Croydon - Selhurst
E01001109,Croydon - Selhurst
E01001110,Croydon - Selhurst
E01001064,Croydon - Selsdon & Addington Village
E01000990,Croydon - Shirley North
E01001128,Croydon - Shirley South
E01001127,Croydon - Shirley South
E01001129,Croydon - Shirley South
E01001063,Croydon - Shirley South
E01001130,Croydon - Shirley South
E01001135,Croydon - Shirley South
E01001047,Croydon - South Croydon
E01001040,Croydon - South Croydon
E01001035,Croydon - South Croydon
E01001037,Croydon - South Croydon
E01001173,Croydon - South Croydon
E01001041,Croydon - South Croydon
E01001033,Croydon - South Croydon
E01001039,Croydon - South Croydon
E01001036,Croydon - South Croydon
E01001038,Croydon - South Croydon
E01001141,Croydon - South Norwood
E01001142,Croydon - South Norwood
E01001111,Croydon - South Norwood
E01001112,Croydon - South Norwood
E01001143,Croydon - South Norwood
E01001144,Croydon - South Norwood
E01001136,Croydon - South Norwood
E01001113,Croydon - South Norwood
E01001139,Croydon - South Norwood
E01001145,Croydon - South Norwood
E01001154,Croydon - Thornton Heath
E01001153,Croydon - Thornton Heath
E01000857,Camden - Primrose Hill
E01000862,Camden - Primrose Hill
E01000845,Camden - Primrose Hill
E01000963,Camden - Primrose Hill
E01000859,Camden - Primrose Hill
E01000847,Camden - Primrose Hill
E01000846,Camden - Primrose Hill
E01000948,Camden - Regent's Park
E01000944,Camden - Regent's Park
E01000949,Camden - Regent's Park
E01035710,Camden - Regent's Park
E01000947,Camden - Regent's Park
E01000951,Camden - Regent's Park
E01000946,Camden - Regent's Park
E01000954,Camden - St Pancras & Somers Town
E01000959,Camden - St Pancras & Somers Town
E01000958,Camden - St Pancras & Somers Town
E01000956,Camden - St Pancras & Somers Town
E01000955,Camden - St Pancras & Somers Town
E01035709,Camden - St Pancras & Somers Town
E01000952,Camden - St Pancras & Somers Town
E01000861,Camden - St Pancras & Somers Town
E01000960,Camden - South Hampstead
E01000965,Camden - South Hampstead
E01000962,Camden - South Hampstead
E01000966,Camden - South Hampstead
E01001445,Enfield - Enfield Lock
E01033150,Enfield - Enfield Lock
E01001444,Enfield - Enfield Lock
E01001442,Enfield - Enfield Lock
E01001451,Enfield - Grange Park
E01001453,Enfield - Grange Park
E01001454,Enfield - Grange Park
E01001456,Enfield - Grange Park
E01001452,Enfield - Grange Park
E01001465,Enfield - Haselbury
E01001467,Enfield - Haselbury
E01001463,Enfield - Haselbury
E01001460,Enfield - Haselbury
E01001464,Enfield - Haselbury
E01001458,Enfield - Haselbury
E01001461,Enfield - Haselbury
E01001462,Enfield - Haselbury
E01001466,Enfield - Haselbury
E01001459,Enfield - Haselbury
E01001404,Enfield - Highfield
E01001499,Enfield - Highfield
E01001496,Enfield - Highfield
E01001494,Enfield - Highfield
E01001493,Enfield - Highfield
E01001393,Enfield - New Southgate
E01001570,Enfield - Highfield
E01001497,Enfield - Highfield
E01001477,Enfield - Jubilee
E01001483,Enfield - Jubilee
E01001482,Enfield - Jubilee
E01001478,Enfield - Jubilee
E01001476,Enfield - Jubilee
E01001479,Enfield - Jubilee
